Serial	user_id	user_screen_name	user_name	user_expanded_url	Facebook Page (https://www.facebook.com/)	RSS Feed link	Automatic RSS	Wikipedia page (https://ar.wikipedia.org/wiki/)	Alexa page (https://www.alexa.com/siteinfo/)	user_display_url	user_verified	newssource	newssource:confidence	user_created_at	user_description	user_followers_count	user_favourites_count	user_friends_count	user_twitter_friends_count	user_geo_enabled	user_lang	user_listed_count	user_location	country_code	country	Category	user_profile_image_url	user_statuses_count	user_time_zone	user_url	YouTube (http://www.youtube.com/)
42	14556875	techwd	عالم التقنية	http://www.tech-wd.com	tech.wd	https://www.tech-wd.com/wd/feed/		عالم_التقنية	tech-wd.com	tech-wd.com	1	1	0.6698	Sun Apr 27 10:09:19 +0000 2008	منذ 2008 وغايتنا في عالم التقنية هي أن نضع أخبار التقنية بين يديك!<LF>للتواصل من خلال البريد: saud@tech-wd.com<LF>مؤسس الموقع @saud264	2868096	24	4607	34	1	en	4607	Saudi Arabia	SA	Saudi Arabia	Science	http://pbs.twimg.com/profile_images/3442757979/a007c1a67e5350c5f5a48c608cea1b07_normal.jpeg	38286	Riyadh	http://t.co/HnyLTPGII3	user/techwd
	258620242	Shamma_Hamdan	S H R	https://youtu.be/rNnPl3_jIyU	Shamma-Hamdan-225512370867364/	-		-	-	youtu.be/rNnPl3_jIyU	1	1	0.6609	Mon Feb 28 03:15:40 +0000 2011		2833658	4024	3315	338	0	en	3315		AE	United Arab Emirates	Entertainment	http://pbs.twimg.com/profile_images/946942232606715904/iBCST5Ff_normal.jpg	10901	None	https://t.co/SfUMcUEJZG	
43	798699296	News_Brk24	أخبار عاجلة	http://www.newsbrk24.com	-	http://newsbrk24.com/rss.xml	http://newsbrk24.com/rss.xml	-	newsbrk24.com	newsbrk24.com	0	1	1	Sun Sep 02 17:26:38 +0000 2012	آخر الأخبار العاجلة بين يديك .. متابعة لأهم الأخبار .. جديد الصور والفيديو .. (الحساب الرسمي) للتواصل: NewsBrk24@gmail.com	2813493	53	2676	2	1	ar	2676	وآتس آب: 00966583429924	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/892050386906906628/KwHRtp9K_normal.jpg	71745	Baghdad	https://t.co/m8FYQ2stww	
44	33512799	NileFM	104.2 Nile FM	http://www.nilefm.com	NileFM	-		نايل_إف_إم	nilefm.com	nilefm.com	1	1	0.6622	Mon Apr 20 13:34:31 +0000 2009	Egypt's #1 Hit Music Station! Bringing you the world's biggest artists and songs, the hottest DJs, and all the entertainment news since 2003!	2787678	1179	361	382	1	en	361	Cairo, Egypt	EG	Egypt	Entertainment	http://pbs.twimg.com/profile_images/552086695626031104/jw5jyvYb_normal.jpeg	58771	Cairo	https://t.co/HBoRLjrIvV	user/NileFM
45	142264595	fifacom_ar	FIFA.com - عربي	http://ar.fifa.com/index.html	fifa	-		الاتحاد_الدولي_لكرة_القدم	fifa.com	ar.fifa.com/index.html	1	1	1	Mon May 10 12:10:42 +0000 2010	الحساب الرسمي للإتحاد الدولي لكرة القدم FIFA باللغة العربية. نقوم بتغريد كل الأخبار المتعلقة بكرة القدم 24 ساعة على مدار الأسبوع.	2759042	1018	2379	398	0	en	2379		UN	UN	Sports	http://pbs.twimg.com/profile_images/942811528587300864/rrzryBKy_normal.jpg	51530	Riyadh	https://t.co/nfXQTfg2ce	FIFATV
46	195514349	Bey2ollak	Bey2ollak - بيقولك	http://app.bey2ollak.com/?id=828302940	-	-		-	bey2ollak.com	app.bey2ollak.com/?id=828302940	1	1	1	Sun Sep 26 22:23:58 +0000 2010	لسه بتتزنق في الزحمة؟ نزل برنامج بيقولك وانضم لأكتر من مليون مصري بيحاربوا الزحمة - حمل من هنا: https://t.co/uQoTHsVRlm	2744096	2048	703	5	1	en	703	Cairo, Egypt	EG	Egypt	General	http://pbs.twimg.com/profile_images/858322522651189248/6dbP1kuS_normal.jpg	30882	Cairo	http://t.co/uQoTHsEOjm	
	523926217	AlNassrFC	نادي النصر السعودي	http://www.alnassrfc.com/	نادي-النصر-السعودي-1951478818459049	-		نادي_النصر_(السعودية)	alnassrfc.com	alnassrfc.com	1	1	1	Wed Mar 14 02:26:23 +0000 2012	الحساب الرسمي لنادي #النصر السعودي - AlNassr Saudi Club Official Account - English Version : @AlNassrSaudiFCe	2732647	2	2928	14	0	ar	2928	الرياض, السعودية	SA	Saudi Arabia	Sports	http://pbs.twimg.com/profile_images/875415678559428609/Jtp48YER_normal.jpg	18858	Riyadh	http://t.co/Ar6UUJGRgJ	user/Nassrchannel
47	85270883	alsumariatv	AlsumariaTV-السومرية	http://www.alsumaria.tv	AlsumariaChannel	https://www.alsumaria.tv/Rss		قناة_السومرية_الفضائية	alsumaria.tv	alsumaria.tv	1	1	1	Mon Oct 26 08:42:47 +0000 2009	قناة السومرية منبر لصوت كل مواطن عراقي كما يقول شعارها  - نبث الحياة -  <LF>تواصلوا معنا دائما @Alsumariatv وحملوا تطبيق السومرية http://t.co/iJJuCyEbzA	2680446	54	482	516	1	en	482	Baghdad - Iraq	IQ	Iraq	General	http://pbs.twimg.com/profile_images/812277482485334016/3P0pTlud_normal.jpg	52514	Kuwait	http://t.co/BOr9p9KJBw	channel/UCWhdSvXarykqCL4fqS3rm1Q
	304754319	ZSCOfficial	نادي الزمالك	-	abdelhalimalilover	-		نادي_الزمالك	-		1	1	1	Wed May 25 02:00:37 +0000 2011	⚽️ مرحباً بكم في الحساب الرسمي لنادي #الزمالك،🏆🌍 النادي الأكثر تتويجاً بالبطولات الإفريقية في القرن العشرين.<LF><LF>For English: @ZSCOfficial_EN	2615240	14	851	42	1	en	851	Giza, Egypt	EG	Egypt	Sports	http://pbs.twimg.com/profile_images/964856833537204224/7uD5eiyE_normal.jpg	23560	Cairo	None	channel/UC3ec71G_ccprsuO_EzcoZ9w
48	311949033	mbcdrama	MBC Drama	http://www.mbc.net/mbcdrama	-	-		إم_بي_سي_دراما	mbc.net	mbc.net/mbcdrama	1	1	1	Mon Jun 06 10:17:01 +0000 2011	MBC DRAMA is the latest addition to the Group, and was officially launched on November 27th 2010. It is a family channel, with 24/7 Arabic drama series.	2600478	0	854	14	0	en	854		SA	Saudi Arabia	Entertainment	http://pbs.twimg.com/profile_images/378800000338486855/0b44b3373e9f7d0a459cd2c63e055705_normal.jpeg	27397	Muscat	http://t.co/3kixNzhaRL	channel/UCBAEVMr0li9YYF8IwZHfusw
49	278519480	AlArabiya_Iraq	العربية العراق	http://www.alarabiya.net	AlArabiya	-		قناة_العربية	alarabiya.net	alarabiya.net	1	1	1	Thu Apr 07 12:50:14 +0000 2011	حساب قناة #العربية لتغطية أخبار #العراق	2511798	0	732	36	1	en-gb	732	Dubai	AE	United Arab Emirates	General	http://pbs.twimg.com/profile_images/820570596656484353/Q78YVGeH_normal.jpg	23614	Abu Dhabi	http://t.co/sSUNKAl3mK	user/AlArabiya
50	239934539	sadaalmalaeb	صدى الملاعب	http://www.mbc.net/sada	-	-		صدى_الملاعب	mbc.net	mbc.net/sada	1	1	1	Tue Jan 18 19:40:42 +0000 2011	الموقع الأحلى والأكمل والأجمل والأفضل كمان...	2483431	17	3995	16	0	en	3995		SA	Saudi Arabia	Sports	http://pbs.twimg.com/profile_images/838483672076529665/vtFff93N_normal.jpg	137863	Muscat	http://t.co/7z3ZksaB2t	channel/UCGiyusn7vizuy25UE3kAPRQ
	2761843375	MOISaudiArabia	وزارة الداخلية	http://www.moi.gov.sa	MOISaudiArabia	-		وزارة_الداخلية_(السعودية)	moi.gov.sa	moi.gov.sa	1	1	0.6786	Sun Aug 24 08:39:47 +0000 2014	الحساب الرسمي لوزارة الداخلية السعودية	2479775	0	2047	1	0	ar	2047	Saudi Arabia	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/912662249558495232/dk7-wLOR_normal.jpg	2842	Riyadh	http://t.co/6FKIk3oKRd	user/moigovsa
	1330078938	ejazah_ksa	إجازات السعودية	http://Instagram.com/ejazah_ksa	اجازات-السعودية-643756658980126/?ref=br_rs	-		-	-	Instagram.com/ejazah_ksa	0	1	0.677	Fri Apr 05 21:14:17 +0000 2013	حساب متخصص في نشر الإجازات الرسمية وأخبار تعليق الدراسة في جميع مناطق المملكة العربية السعودية (الجامعات - المدارس) للتواصل والإعلان : ejazah.ksa@gmail.com	2453823	222	684	0	1	ar	684	السعودية	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/378800000456258624/2b5dc7f28c5c18a6f58cc1d2d7ee598e_normal.jpeg	1783	None	http://t.co/Iv7Q2pObFb	
51	526343521	ElwatanNews	بوابة الوطن	http://www.Elwatannews.com	ElWatanNews	https://www.elwatannews.com/home/rssfeeds	https://www.elwatannews.com/home/rssfeeds	الوطن_(جريدة_مصرية)	elwatannews.com	Elwatannews.com	1	1	1	Fri Mar 16 12:27:20 +0000 2012	جريدة مصرية يومية مستقلة	2369754	80	2880	2	1	en	2880	Egypt	EG	Egypt	General	http://pbs.twimg.com/profile_images/880379813164441605/z7rJWOn0_normal.jpg	650567	Cairo	http://t.co/b7NQF9RpE8	user/ElWatanNews
52	80233034	BarcelonaAR	أخبار برشلونة	-	barceloan.News	-		نادي_برشلونة	-		0	1	1	Tue Oct 06 06:18:24 +0000 2009	نادي برشلونة الأسباني أحد أبرز الأندية الأسبانية والعالمية الحساب غير رسمي  ‏This not an official account of FCB <LF>للإعلان التواصل عبر الرسائل الخاصة	2271383	1	2239	0	0	en	2239	برشلونة	ES	Egypt	Sports	http://pbs.twimg.com/profile_images/455498394/33onm09.jpg_normal.png	64118	Santiago		user/fcbarcelona
53	103591569	RassdNewsN	شبكة رصد	http://rassd.com/	RassdNewsN	http://rassd.net/rss.xml	http://rassd.net/rss.xml	شبكة_رصد_الإخبارية	rassd.com	RASSD.com	1	1	1	Sun Jan 10 15:18:42 +0000 2010	منصة إعلامية مهتمة بالشأن المصري والعربي، تنقل الأخبار العاجلة لحظة بلحظة وتعمل على إنتاج محتوى خبري، ترفيهي، تكنولوجي مميز .. شعارها .. إعلام الجمهور	2266517	1	7185	2	0	en	7185	Cairo, Egypt	EG	Egypt	General	http://pbs.twimg.com/profile_images/559049283534479361/nI4llWzP_normal.jpeg	408409	Cairo	http://t.co/elET6xEb	user/rnnnews1
54	951204608	naizaktv	نيزك | Naizak	http://paypal.me/naizak	-	-		-	-	paypal.me/naizak	0	1	0.6622	Fri Nov 16 07:39:39 +0000 2012	صانع أفلام وثائقية | الحساب لترجمة المقاطع من 4 لغات وقليل من التنويع | الخاص لاقتراحات الترجمة ((فقط)) | مالاينشره الإعلام ستجده هنا | للإعلانات @naizakad	2266258	995	1414	262	0	ar	1414	الحساب يهتم بنشر حقائق صادمة عن حياة لم نعرف عنها إلا أنها الجنة التي يتمناها الجميع	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/963500067071184896/Pvz5S3_T_normal.jpg	3579	Baghdad	https://t.co/TW0XUHGfE5	channel/UCkB_WxR3toCpgrnFhHOUL1g
55	531052893	JeddahNow	جدة الآن | JeddahNow	http://www.jeddahnow.net	-	-		-	jeddahnow.net	jeddahnow.net	0	1	1	Tue Mar 20 06:21:11 +0000 2012	‏حساب أهل ‎#جدة على وسائل التواصل الإجتماعي كل ما يتعلق بمدينة جدة على مدار الساعة.. مصادر الأخبار من الصحف المحلية.. ايميل info@jeddahnow.net	2259794	17	636	27	0	en	636	Jeddah - Saudi Arabia	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/886590136909266945/4U3UQbjC_normal.jpg	38537	Riyadh	https://t.co/Vcm6Sm9SY5	
56	759215754	mbcthevoice	MBC The Voice	http://www.mbc.net/thevoice	-	-		إم_بي_سي_مصر	mbc.net	mbc.net/thevoice	1	1	1	Wed Aug 15 12:06:35 +0000 2012	The Voice..أحلى صوت! أضخم وأهم البرامج الغنائية العالمية بنسخته العربية https://t.co/Jb5FOcV0bx	2231554	63	903	12	0	en	903	#MBCTheVoice	SA	Saudi Arabia	Entertainment	http://pbs.twimg.com/profile_images/961643508242223105/MO42Gx-P_normal.jpg	12264	Athens	http://t.co/RqW539kffu	user/MBCTheVoiceShow
57	2465436362	liferdefempire	شامل نيوز 🇰🇼	http://liferdefempire.com/	-	http://liferdefempire.com/?feed=rss2		-	liferdefempire.com	liferdefempire.com	1	1	1	Sun Apr 27 02:55:52 +0000 2014	خدمة إخبارية شاملة - مرخصة من وزارة الإعلام	2204107	475	1732	2111237	1	en	1732	للإعلانات 90948204	KW	Kuwait	General	http://pbs.twimg.com/profile_images/919877638788927488/Tg8VX-a8_normal.jpg	53900	Kuwait	https://t.co/Bvfjw5Krv7	
58	245286681	ajlnews	صحيفة عاجل	http://www.ajel.sa	ajelco	https://ajel.sa/rss-feed.xml	http:/www.ajel.sa/rss-feed.xml	-	ajel.sa	ajel.sa	1	1	1	Mon Jan 31 09:59:21 +0000 2011	صحيفة عاجل الإلكترونية . صحيفة رسمية مرخصة من قبل وزارة الثقافة والإعلام ، للتواصل مع صحيفة عاجل: @Ajel4u	2165013	3	3307	0	1	ar	3307	Riyadh, Kingdom of Saudi Arabia	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/945425138425782277/nxCz3jPy_normal.jpg	164769	Riyadh	https://t.co/JRwWamXA7t	channel/UCbFoREoABJsIqX40gC-UbxA
59	225344708	DMedicalinfo	كل يوم معلومة طبية	http://www.DailyMedicalinfo.com	DailyMedicalinfo	http://www.dailymedicalinfo.com/feed/		-	dailymedicalinfo.com	DailyMedicalinfo.com	1	1	1	Sat Dec 11 10:14:08 +0000 2010	موقع كل يوم معلومة طبية أكثر من 18 مليون متتبع عبر وسائل التواصل وحاصل على جائزة سمو الشيخ محمد بن راشد آل مكتوم كأفضل منصة طبية للتواصل :00201200007033	2153664	6	4047	1181	1	en	4047	Egypt	EG	Egypt	Health	http://pbs.twimg.com/profile_images/929349157520838657/DcCMyB9P_normal.jpg	104270	Cairo	https://t.co/5sWP2DsUkR	user/DailyMedicalinfo?sub_confirmation=1
60	60598920	alhurranews	الحرة	https://www.alhurra.com/	alhurra	https://www.alhurra.com/rssfeeds	https:/www.alhurra.com//rssfeeds	قناة_الحرة	alhurra.com	alhurra.com	1	1	1	Mon Jul 27 13:38:04 +0000 2009	آخر الأخبار من الشرق الأوسط، شمال إفريقيا، الولايات المتحدة والعالم. للحصول على معلومات عن قناة الحرة أو البرامج، تابعونا على @alhurra	2151371	3	2766	11	1	en	2766	الشرق الاوسط وشمال افريقيا	US	United States of America	General	http://pbs.twimg.com/profile_images/966053739202269185/wrzU2TaU_normal.jpg	69351	Cairo	https://t.co/RHqu897puc	user/alhurra
	784846530	ALAHLI_FC	النادي الأهلي السعودي	http://www.alahlifc.sa/	alahlifc1937	-		النادي_الأهلي_(جدة)	alahlifc.sa	alahlifc.sa	1	1	0.6786	Mon Aug 27 15:05:02 +0000 2012	الحساب الرسمي للنادي الأهلي السعودي - Official Account of Al-Ahli Saudi Club. For English Account @ALAHLI_FCEN	2147326	11	1915	47	1	ar	1915	Jeddah	SA	Saudi Arabia	Sports	http://pbs.twimg.com/profile_images/954353054937243648/ShqXtmAV_normal.jpg	28885	Riyadh	https://t.co/hNe8H1uTi6	user/AHLIMC
61	245949706	AlArabiya_Bn	الأسواق العربية	http://www.alarabiya.net/alaswaq.html	AlArabiya	-		قناة_العربية	alarabiya.net	alarabiya.net/alaswaq.html	1	1	1	Tue Feb 01 20:22:07 +0000 2011	The leading source of Business News in the Middle East المصدر الرئيسي لأخبار الإقتصاد و الأعمال في الشرق الأوسط @AlArabiya	2126214	2	1779	37	1	en	1779	Dubai	AE	United Arab Emirates	Economy	http://pbs.twimg.com/profile_images/818824811464065024/OMkfcoz2_normal.jpg	36330	Abu Dhabi	http://t.co/RtaGGj7gDd	user/AlArabiya
62	243368411	AJABreaking	الجزيرة - عاجل	http://www.aljazeera.net/	aljazeerachannel	http://www.aljazeera.net/aljazeerarss/be46a341-fe26-41f1-acab-b6ed9c198b19/e6aef64d-084c-42f0-8269-abe48e0cd154	/aljazeerarss/be46a341-fe26-41f1-acab-b6ed9c198b19/e6aef64d-084c-42f0-8269-abe48e0cd154	قناة_الجزيرة	aljazeera.net	aljazeera.net	1	1	1	Wed Jan 26 22:09:08 +0000 2011	تغطية الجزيرة للأخبار العاجلة على مدار الساعة،<LF>للاطلاع على التقارير والتغطيات للأحداث على الساحتين العربية والدولية، تابعوا حسابنا  @AJArabic	2124870	6	7539	16	1	en	7539	Qatar	QA	Qatar	General	http://pbs.twimg.com/profile_images/585087263882682368/bRyWGyYI_normal.png	100089	Riyadh	http://t.co/TMtiwT0bTq	aljazeerachannel
63	526065625	ReNgo_Sport	أخبار الكرة العالمية	http://octboot.com/Matches-Today	octboot	-		-	octboot.com	octboot.com/Matches-Today	0	1	1	Fri Mar 16 05:31:15 +0000 2012	حساب ينقل اخبار كرة القدم العربية والعالمية اول بـ اول وتغطيات للمباريات + الاهداف وروابط للمباريات . تابعنا فقط ♥	2098185	1555	5102	249	1	en	5102	الحساب برعاية موقع الاخطبوط	SA	Saudi Arabia	Sports	http://pbs.twimg.com/profile_images/3645330187/447f777447e7ce24e14cf858c8171eba_normal.jpeg	259548	Riyadh	https://t.co/38Bqee52RW	user/bollywoodmoviesdvd4a
64	47301285	emaratalyoum	الإمارات اليوم	http://www.emaratalyoum.com	EmaratAlYoum	https://www.emaratalyoum.com/rss-7.951867	https://www.emaratalyoum.com/rss-7.951867	صحيفة_الإمارات_اليوم	emaratalyoum.com	emaratalyoum.com	1	1	1	Mon Jun 15 09:50:12 +0000 2009	الحساب الرسمي لصحيفة #الامارات_اليوم | #Emaratalyoum	2079980	398	1598	159	1	en	1598	United Arab Emirates	AE	United Arab Emirates	General	http://pbs.twimg.com/profile_images/911689074666344448/AW7oUMlP_normal.jpg	202698	Muscat	https://t.co/BjIZK1N9ap	user/alemaratalyoum
65	70006375	WatanNews	الوطن الإلكترونية	http://www.Kuwait.tt	daralwatannews	http://alwatan.kuwait.tt/rss.ashx		-	kuwait.tt	Kuwait.tt	1	1	1	Sun Aug 30 00:45:55 +0000 2009	في قلب الحدث على مدار الساعة	2076523	7	3081	5	0	ar	3081	Kuwait	KW	Kuwait	General	http://pbs.twimg.com/profile_images/954494764996616192/YR9sL9S5_normal.jpg	360545	Kuwait	https://t.co/1zC0swTOU2	alwatantvplus
66	37599685	DXBMediaOffice	Dubai Media Office	http://mediaoffice.ae/	DXBMediaOffice	http://mediaoffice.ae/rss/news.ashx		-	mediaoffice.ae	mediaoffice.ae	1	1	1	Mon May 04 05:05:55 +0000 2009	The Official Twitter Feed of The Government of Dubai Media Office <LF><LF>الحساب الرسمي للمكتب الإعلامي لحكومة دبي	2054551	0	1545	161	1	en	1545	Dubai, United Arab Emirates	AE	United Arab Emirates	General	http://pbs.twimg.com/profile_images/689492462113550338/32byyP5T_normal.jpg	98376	Muscat	https://t.co/BTRpTiJjHd	user/GovDubaiMediaOffice
67	58427580	JeddahAmanah	أمانة محافظة جدة	http://www.jeddah.gov.sa	-	-		أمانة_محافظة_جدة	jeddah.gov.sa	jeddah.gov.sa	1	1	0.6587	Mon Jul 20 08:45:57 +0000 2009	الحساب الرسمي لأمانة محافظة جدة #أمانة_جدة	2053638	34	641	12	1	en-gb	641	Jeddah, Saudi Arabia	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/692233585106014209/qj5QBBmU_normal.jpg	27464	Riyadh	https://t.co/m2TXTn0xsF	user/JeddahAmanah
68	508653668	SAYA_Show	صباح الخير يا عرب	http://www.mbc.net/sabah/	-	-		صباح_الخير_يا_عرب	mbc.net	mbc.net/sabah/	1	1	0.6587	Wed Feb 29 09:46:13 +0000 2012	برنامج اجتماعي يومي يعرض على شاشة @MBC1	2044238	0	1135	10	0	en	1135		SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/838481049101402113/gTPGa-SZ_normal.jpg	64418	Pacific Time (US & Canada)	http://t.co/9c0uUTRDSW	user/sayashow
69	434897540	Akhbaar24	اخبار 24 - السعودية	http://www.akhbaar24.com/	-	https://akhbaar24.argaam.com/feed/		-	akhbaar24.com	akhbaar24.com	1	1	1	Mon Dec 12 13:00:31 +0000 2011	أخبار 24 مختص في متابعة اخر الاخبار التي تهم الفرد السعودي على مدار 24 ساعة <LF> تابعونا على انستقرام : akhbaar24@	2025888	0	3857	6	0	en	3857	الرياض، جدة، الخبر	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/838353615379136512/gr9C1QDL_normal.jpg	211802	Muscat	http://t.co/f1pMSxmd5q	channel/UCJRP8VnGwuEjFMicncZlolA
70	2189938194	moe_gov_sa	وزارة التعليم -عام	http://www.moe.gov.sa/	moegov.sa	https://www.moe.gov.sa/ar/pages/rss.aspx	/ar/Pages/rss.aspx	وزارة_التعليم_(السعودية)	moe.gov.sa	moe.gov.sa	1	1	1	Tue Nov 12 08:52:10 +0000 2013	الحساب الرسمي لوزارة التعليم .. التعليم العام ... The official account of Ministry of Education https://t.co/OrebRb59ud	2015986	129	1954	86	1	ar	1954	الرياض, المملكة العربية السعودية	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/654264811707080704/vptFpFsh_normal.jpg	12579	Riyadh	https://t.co/DgAJcbvh1v	user/chaalitv/videos
71	134936026	hadath24_	حدث عاجل	https://hadath-24.com/	hadath24h	https://hadath-24.com/?feed=rss2	https://hadath-24.com/?feed=rss2	-	hadath-24.com	hadath-24.com	0	1	1	Mon Apr 19 22:05:16 +0000 2010	الحساب الرسمي لصحيفة حدث عاجل الالكترونية - لعرض آخر الأخبار المحلية والدولية المتنوعة - News	2013762	65	785	101	0	ar	785	Saudi Arabia	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/935889197315043334/sxP-3b56_normal.jpg	16055	Hong Kong	https://t.co/KACeAJBDAy	
	453044203	Sa7ichannel	SA7i صاحي	http://www.youtube.com/sa7ichannel	Sa7iChannel	-		-	-	youtube.com/sa7ichannel	1	1	0.6349	Mon Jan 02 14:31:51 +0000 2012	#قناة_صاحي بدأت عام 2012 وحاصلة على المرتبة الأولى كأكثر القنوات مشاهدة على مستوى #السعودية. Most viewed #YouTube Channel In #KSA with 633M Views & 3M Subs	1999618	3717	1436	33	1	en	1436	Saudi Arabia	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/952512291542589440/h-fW_XMa_normal.jpg	13948	Riyadh	https://t.co/lhvNVSvt2U	channel/UCw5nIlwE0OHkNuIe1ty0lxQ
72	227944601	KSAMOFA	وزارة الخارجية 🇸🇦	http://www.mofa.gov.sa	-	http://www.mofa.gov.sa/_layouts/rssfeederaggregator.aspx?xsl=1&web=%2f&page=de663453-e5f2-493a-b78a-908a2a1c2821&wp=a71aafd3-dc2e-4b5d-b433-111fb2afe1ff	http://www.mofa.gov.sa/_layouts/rssfeederaggregator.aspx?xsl=1&web=%2f&page=de663453-e5f2-493a-b78a-908a2a1c2821&wp=a71aafd3-dc2e-4b5d-b433-111fb2afe1ff	وزارة_الخارجية_(السعودية)	mofa.gov.sa	mofa.gov.sa	1	1	1	Sat Dec 18 07:57:43 +0000 2010	الحساب الرسمي لوزارة الخارجية السعودية The official Twitter account of the Ministry of Foreign Affairs of the Kingdom of Saudi Arabia.	1968646	79	2234	186	1	ar	2234		SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/876973300337053697/iUHLf4ZY_normal.jpg	9679	Riyadh	https://t.co/J95rt966me	user/KSAMOFA
	280172306	SaudiMOH	وزارة الصحة السعودية	http://www.moh.gov.sa/	SaudiMOH	https://www.moh.gov.sa/Ministry/MediaCenter/RSS/Pages/default.aspx		وزارة_الصحة_(السعودية)	moh.gov.sa	moh.gov.sa	1	1	0.6805	Sun Apr 10 19:57:37 +0000 2011	تتمثل رؤية وزارة الصحة في تحقيق الصحة بمفهومها الشامل وعلى كل المستويات للفرد والأسرة والمجتمع مع العمل على مساعدة المسنين و ذوي الاحتياجات الخاصة بما يمكنهم.	1904414	1126	2778	39	0	ar	2778	الرياض	SA	Saudi Arabia	Health	http://pbs.twimg.com/profile_images/822502892087164933/UJuqOpkp_normal.jpg	51371	Riyadh	https://t.co/2oIPCOOeva	user/mohportal
73	251826832	UAE_BARQ	برق الإمارات	http://www.uaebarq.ae/ar/	-	uaebarq	http://www.uaebarq.ae/ar/?feed=rss2&page_id=18	-	uaebarq.ae	uaebarq.ae/c	1	1	1	Sun Feb 13 22:58:59 +0000 2011	برق الإمارات للإعلام .. إحدى المؤسسات الإعلامية الرائدة في قطاع الأنباء والترويج الإعلامي في دولة الإمارات العربية المتحدة .. "الخبر دوم وياك"	1888296	41	2715	11	1	en-gb	2715	United Arab Emirates	AE	United Arab Emirates	General	http://pbs.twimg.com/profile_images/876757670623150080/lxILyJKD_normal.jpg	97711	Abu Dhabi	https://t.co/vGKsBzDM8K	user/UAEBARQ
74	344473212	hilalstuff	أخبار الهلال	https://www.snapchat.com/add/hilalstuff.snap	-	-		-	-	snapchat.com/add/hilalstuff…	0	1	1	Fri Jul 29 03:29:29 +0000 2011	هُنا الهلال، حيث نواكب كل جديد يخصّ الملكي، تغطية شاملة لكل ما يتعلق بالهلال ومن قلب الحدث وعين المكان .. الحساب بإدارة @5a_hilal . مؤسسة إضاءة / 0534793993	1873880	1429	1844	438	1	ar	1844	snap:hilalstuff.snap	SA	Saudi Arabia	Sports	http://pbs.twimg.com/profile_images/755198725111283714/LIhActiF_normal.jpg	106481	Riyadh	https://t.co/2SthtsdlaK	user/hilalstuff
75	54296198	AlhurraIraq	الحرة عراق	http://www.alhurra.com/iraq	alhurra	https://www.alhurra.com/rssfeeds	http:/www.alhurra.com/iraq/rssfeeds	قناة_الحرة	alhurra.com	alhurra.com/iraq	1	1	1	Mon Jul 06 18:55:14 +0000 2009	آخر الأخبار العراق، الشرق الاوسط، شمال أفريقيا، الولايات المتحدة والعالم. للحصول على معلومات عن قناة الحرة أو البرامج، تابعونا على @alhurra	1866598	4	506	11	0	en	506	Iraq	IQ	Iraq	General	http://pbs.twimg.com/profile_images/464868700512718848/ZN-6X6Gj_normal.jpeg	53283	Quito	http://t.co/8SNEIg4b76	user/alhurra
76	234504612	AlwatanSA	جريدة الوطن السعودية	http://www.alwatan.com.sa	Alwatanksa	-		الوطن_(جريدة_سعودية)	alwatan.com.sa	alwatan.com.sa	1	1	1	Wed Jan 05 20:39:32 +0000 2011	الحساب الرسمي لـ #صحيفة_الوطن #السعودية	1824299	0	2551	5	1	ar	2551	المملكة العربية السعودية	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/810422491642531841/jRY1sprt_normal.jpg	108648	Riyadh	https://t.co/lfDJCmGcEZ	user/alwatanmovies
77	400823888	alShrqNews	صحيفة الشرق	http://www.alsharq.net.sa	alShrqNews	http://www.alsharq.net.sa/feed	http://www.alsharq.net.sa/rss	صحيفة_الشرق_(السعودية)	alsharq.net.sa	alsharq.net.sa	1	1	1	Sat Oct 29 16:42:56 +0000 2011	صحيفة الشرق السعودية | تصدر عن الشركة الشرقية للطباعة والصحافة والإعلام وتطبع في | #الدمام | #الرياض | #جدة  #صحيفة_الشرق webmaster@alsharq.net.sa	1801443	271	1938	5	1	en	1938	Dammam, Eastern	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/658908394695315456/Udtgvn9a_normal.jpg	200794	Riyadh	https://t.co/lURJNytSoI	user/alShrqNews
